0,1,2,3,4,5,6,7
,,,,,,,
2902.0,3545.0,4224.0,4678.0,4878.0,5200.0,5336.0,5439.0
1693.0,2100.0,2443.0,2882.0,3204.0,3434.0,3655.0,3889.0
2448.0,2869.0,3275.0,3540.0,3612.0,3748.0,3833.0,3860.0
2310.0,2680.0,2893.0,3019.0,3154.0,3311.0,3586.0,3731.0
1229.0,1425.0,1575.0,1732.0,1799.0,1833.0,1869.0,2021.0
